,fdd_var,fdd_desc,cohort
43077,h4itrent,h4itrent:w4 income: rental income from other property (after tax),elsa
43078,h5itrent,h5itrent:w5 income: rental income from other property (after tax),elsa
43079,h6itrent,h6itrent:w6 income: rental income from other property (after tax),elsa
43080,h7itrent,h7itrent:w7 income: rental income from other property (after tax),elsa
43081,h1itifrent,h1itifrent:w1 impflag: rental income from other property,elsa
43082,h2itifrent,h2itifrent:w2 impflag: rental income from other property,elsa
43083,h3itifrent,h3itifrent:w3 impflag: rental income from other property,elsa
43084,h4itifrent,h4itifrent:w4 impflag: rental income from other property,elsa
43085,h5itifrent,h5itifrent:w5 impflag: rental income from other property,elsa
43086,h6itifrent,h6itifrent:w6 impflag: rental income from other property,elsa
43087,h7itifrent,h7itifrent:w7 impflag: rental income from other property,elsa
43088,h1ittrest,h1ittrest:w1 income: interest income from financial assets (after tax),elsa
43089,h2ittrest,h2ittrest:w2 income: interest income from financial assets (after tax),elsa
43090,h3ittrest,h3ittrest:w3 income: interest income from financial assets (after tax),elsa
43091,h4ittrest,h4ittrest:w4 income: interest income from financial assets (after tax),elsa
43092,h5ittrest,h5ittrest:w5 income: interest income from financial assets (after tax),elsa
43093,h6ittrest,h6ittrest:w6 income: interest income from financial assets (after tax),elsa
43094,h7ittrest,h7ittrest:w7 income: interest income from financial assets (after tax),elsa
43095,h1ittfrest,h1ittfrest:w1 impflag: interest income from financial assets,elsa
43096,h2ittfrest,h2ittfrest:w2 impflag: interest income from financial assets,elsa
43097,h3ittfrest,h3ittfrest:w3 impflag: interest income from financial assets,elsa
43098,h4ittfrest,h4ittfrest:w4 impflag: interest income from financial assets,elsa
43099,h5ittfrest,h5ittfrest:w5 impflag: interest income from financial assets,elsa
43100,h6ittfrest,h6ittfrest:w6 impflag: interest income from financial assets,elsa
43101,h7ittfrest,h7ittfrest:w7 impflag: interest income from financial assets,elsa
43102,h1icap,h1icap:w1 income: couple level capital income,elsa
43103,h2icap,h2icap:w2 income: couple level capital income,elsa
43104,h3icap,h3icap:w3 income: couple level capital income,elsa
43105,h4icap,h4icap:w4 income: couple level capital income,elsa
43106,h5icap,h5icap:w5 income: couple level capital income,elsa
43107,h6icap,h6icap:w6 income: couple level capital income,elsa
43108,h7icap,h7icap:w7 income: couple level capital income,elsa
43109,h1ifcap,h1ifcap:w1 impflag: couple level capital income,elsa
43110,h2ifcap,h2ifcap:w2 impflag: couple level capital income,elsa
43111,h3ifcap,h3ifcap:w3 impflag: couple level capital income,elsa
43112,h4ifcap,h4ifcap:w4 impflag: couple level capital income,elsa
43113,h5ifcap,h5ifcap:w5 impflag: couple level capital income,elsa
43114,h6ifcap,h6ifcap:w6 impflag: couple level capital income,elsa
43115,h7ifcap,h7ifcap:w7 impflag: couple level capital income,elsa
43116,h1itfcap,h1itfcap:w1 taxflag: couple level capital income,elsa
43117,h2itfcap,h2itfcap:w2 taxflag: couple level capital income,elsa
43118,h3itfcap,h3itfcap:w3 taxflag: couple level capital income,elsa
43119,h4itfcap,h4itfcap:w4 taxflag: couple level capital income,elsa
43120,h5itfcap,h5itfcap:w5 taxflag: couple level capital income,elsa
43121,h6itfcap,h6itfcap:w6 taxflag: couple level capital income,elsa
43122,h7itfcap,h7itfcap:w7 taxflag: couple level capital income,elsa
43123,r1itpena,r1itpena:w1 income: r pension + annuity (after tax),elsa
43124,r2itpena,r2itpena:w2 income: r pension + annuity (after tax),elsa
43125,r3itpena,r3itpena:w3 income: r pension + annuity (after tax),elsa
43126,r4itpena,r4itpena:w4 income: r pension + annuity (after tax),elsa
43127,r5itpena,r5itpena:w5 income: r pension + annuity (after tax),elsa
43128,r6itpena,r6itpena:w6 income: r pension + annuity (after tax),elsa
43129,r7itpena,r7itpena:w7 income: r pension + annuity (after tax),elsa
43130,s1itpena,s1itpena:w1 income: s pension + annuity (after tax),elsa
43131,s2itpena,s2itpena:w2 income: s pension + annuity (after tax),elsa
43132,s3itpena,s3itpena:w3 income: s pension + annuity (after tax),elsa
43133,s4itpena,s4itpena:w4 income: s pension + annuity (after tax),elsa
43134,s5itpena,s5itpena:w5 income: s pension + annuity (after tax),elsa
43135,s6itpena,s6itpena:w6 income: s pension + annuity (after tax),elsa
43136,s7itpena,s7itpena:w7 income: s pension + annuity (after tax),elsa
43137,r1itifpena,r1itifpena:w1 impflag: r pension + annuity,elsa
43138,r2itifpena,r2itifpena:w2 impflag: r pension + annuity,elsa
43139,r3itifpena,r3itifpena:w3 impflag: r pension + annuity,elsa
43140,r4itifpena,r4itifpena:w4 impflag: r pension + annuity,elsa
43141,r5itifpena,r5itifpena:w5 impflag: r pension + annuity,elsa
43142,r6itifpena,r6itifpena:w6 impflag: r pension + annuity,elsa
43143,r7itifpena,r7itifpena:w7 impflag: r pension + annuity,elsa
43144,s1itifpena,s1itifpena:w1 impflag: s pension + annuity,elsa
43145,s2itifpena,s2itifpena:w2 impflag: s pension + annuity,elsa
43146,s3itifpena,s3itifpena:w3 impflag: s pension + annuity,elsa
43147,s4itifpena,s4itifpena:w4 impflag: s pension + annuity,elsa
43148,s5itifpena,s5itifpena:w5 impflag: s pension + annuity,elsa
43149,s6itifpena,s6itifpena:w6 impflag: s pension + annuity,elsa
43150,s7itifpena,s7itifpena:w7 impflag: s pension + annuity,elsa
43151,r1issdi,r1issdi:w1 income: r public disability pension,elsa
43152,r2issdi,r2issdi:w2 income: r public disability pension,elsa
43153,r3issdi,r3issdi:w3 income: r public disability pension,elsa
43154,r4issdi,r4issdi:w4 income: r public disability pension,elsa
43155,r5issdi,r5issdi:w5 income: r public disability pension,elsa
43156,r6issdi,r6issdi:w6 income: r public disability pension,elsa
43157,r7issdi,r7issdi:w7 income: r public disability pension,elsa
43158,s1issdi,s1issdi:w1 income: s public disability pension,elsa
43159,s2issdi,s2issdi:w2 income: s public disability pension,elsa
43160,s3issdi,s3issdi:w3 income: s public disability pension,elsa
43161,s4issdi,s4issdi:w4 income: s public disability pension,elsa
43162,s5issdi,s5issdi:w5 income: s public disability pension,elsa
43163,s6issdi,s6issdi:w6 income: s public disability pension,elsa
43164,s7issdi,s7issdi:w7 income: s public disability pension,elsa
43165,r1ifssdi,r1ifssdi:w1 impflag: r public disability pension,elsa
43166,r2ifssdi,r2ifssdi:w2 impflag: r public disability pension,elsa
43167,r3ifssdi,r3ifssdi:w3 impflag: r public disability pension,elsa
43168,r4ifssdi,r4ifssdi:w4 impflag: r public disability pension,elsa
43169,r5ifssdi,r5ifssdi:w5 impflag: r public disability pension,elsa
43170,r6ifssdi,r6ifssdi:w6 impflag: r public disability pension,elsa
43171,r7ifssdi,r7ifssdi:w7 impflag: r public disability pension,elsa
43172,s1ifssdi,s1ifssdi:w1 impflag: s public disability pension,elsa
43173,s2ifssdi,s2ifssdi:w2 impflag: s public disability pension,elsa
43174,s3ifssdi,s3ifssdi:w3 impflag: s public disability pension,elsa
43175,s4ifssdi,s4ifssdi:w4 impflag: s public disability pension,elsa
43176,s5ifssdi,s5ifssdi:w5 impflag: s public disability pension,elsa
43177,s6ifssdi,s6ifssdi:w6 impflag: s public disability pension,elsa
43178,s7ifssdi,s7ifssdi:w7 impflag: s public disability pension,elsa
43179,r1isret,r1isret:w1 income: r public old-age pension,elsa
43180,r2isret,r2isret:w2 income: r public old-age pension,elsa
43181,r3isret,r3isret:w3 income: r public old-age pension,elsa
43182,r4isret,r4isret:w4 income: r public old-age pension,elsa
43183,r5isret,r5isret:w5 income: r public old-age pension,elsa
43184,r6isret,r6isret:w6 income: r public old-age pension,elsa
43185,r7isret,r7isret:w7 income: r public old-age pension,elsa
43186,s1isret,s1isret:w1 income: s public old-age pension,elsa
43187,s2isret,s2isret:w2 income: s public old-age pension,elsa
43188,s3isret,s3isret:w3 income: s public old-age pension,elsa
43189,s4isret,s4isret:w4 income: s public old-age pension,elsa
43190,s5isret,s5isret:w5 income: s public old-age pension,elsa
43191,s6isret,s6isret:w6 income: s public old-age pension,elsa
43192,s7isret,s7isret:w7 income: s public old-age pension,elsa
43193,r1ifsret,r1ifsret:w1 incflag: r public old-age pension,elsa
43194,r2ifsret,r2ifsret:w2 incflag: r public old-age pension,elsa
43195,r3ifsret,r3ifsret:w3 incflag: r public old-age pension,elsa
43196,r4ifsret,r4ifsret:w4 incflag: r public old-age pension,elsa
43197,r5ifsret,r5ifsret:w5 incflag: r public old-age pension,elsa
43198,r6ifsret,r6ifsret:w6 incflag: r public old-age pension,elsa
43199,r7ifsret,r7ifsret:w7 incflag: r public old-age pension,elsa
43200,s1ifsret,s1ifsret:w1 incflag: s public old-age pension,elsa
43201,s2ifsret,s2ifsret:w2 incflag: s public old-age pension,elsa
43202,s3ifsret,s3ifsret:w3 incflag: s public old-age pension,elsa
43203,s4ifsret,s4ifsret:w4 incflag: s public old-age pension,elsa
43204,s5ifsret,s5ifsret:w5 incflag: s public old-age pension,elsa
43205,s6ifsret,s6ifsret:w6 incflag: s public old-age pension,elsa
43206,s7ifsret,s7ifsret:w7 incflag: s public old-age pension,elsa
43207,r1ipubpen,r1ipubpen:w1 income: r public pensions,elsa
43208,r2ipubpen,r2ipubpen:w2 income: r public pensions,elsa
43209,r3ipubpen,r3ipubpen:w3 income: r public pensions,elsa
43210,r4ipubpen,r4ipubpen:w4 income: r public pensions,elsa
43211,r5ipubpen,r5ipubpen:w5 income: r public pensions,elsa
43212,r6ipubpen,r6ipubpen:w6 income: r public pensions,elsa
43213,r7ipubpen,r7ipubpen:w7 income: r public pensions,elsa
43214,s1ipubpen,s1ipubpen:w1 income: s public pensions,elsa
43215,s2ipubpen,s2ipubpen:w2 income: s public pensions,elsa
43216,s3ipubpen,s3ipubpen:w3 income: s public pensions,elsa
43217,s4ipubpen,s4ipubpen:w4 income: s public pensions,elsa
43218,s5ipubpen,s5ipubpen:w5 income: s public pensions,elsa
43219,s6ipubpen,s6ipubpen:w6 income: s public pensions,elsa
43220,s7ipubpen,s7ipubpen:w7 income: s public pensions,elsa
43221,r1ifpubpen,r1ifpubpen:w1 impflag: r public pensions,elsa
43222,r2ifpubpen,r2ifpubpen:w2 impflag: r public pensions,elsa
43223,r3ifpubpen,r3ifpubpen:w3 impflag: r public pensions,elsa
43224,r4ifpubpen,r4ifpubpen:w4 impflag: r public pensions,elsa
43225,r5ifpubpen,r5ifpubpen:w5 impflag: r public pensions,elsa
43226,r6ifpubpen,r6ifpubpen:w6 impflag: r public pensions,elsa
43227,r7ifpubpen,r7ifpubpen:w7 impflag: r public pensions,elsa
43228,s1ifpubpen,s1ifpubpen:w1 impflag: s public pensions,elsa
43229,s2ifpubpen,s2ifpubpen:w2 impflag: s public pensions,elsa
43230,s3ifpubpen,s3ifpubpen:w3 impflag: s public pensions,elsa
43231,s4ifpubpen,s4ifpubpen:w4 impflag: s public pensions,elsa
43232,s5ifpubpen,s5ifpubpen:w5 impflag: s public pensions,elsa
43233,s6ifpubpen,s6ifpubpen:w6 impflag: s public pensions,elsa
43234,s7ifpubpen,s7ifpubpen:w7 impflag: s public pensions,elsa
43235,r1igxfr,r1igxfr:w1 income: r other gov transfers,elsa
43236,r2igxfr,r2igxfr:w2 income: r other gov transfers,elsa
43237,r3igxfr,r3igxfr:w3 income: r other gov transfers,elsa
43238,r4igxfr,r4igxfr:w4 income: r other gov transfers,elsa
43239,r5igxfr,r5igxfr:w5 income: r other gov transfers,elsa
43240,r6igxfr,r6igxfr:w6 income: r other gov transfers,elsa
43241,r7igxfr,r7igxfr:w7 income: r other gov transfers,elsa
43242,s1igxfr,s1igxfr:w1 income: s other gov transfers,elsa
43243,s2igxfr,s2igxfr:w2 income: s other gov transfers,elsa
43244,s3igxfr,s3igxfr:w3 income: s other gov transfers,elsa
43245,s4igxfr,s4igxfr:w4 income: s other gov transfers,elsa
43246,s5igxfr,s5igxfr:w5 income: s other gov transfers,elsa
43247,s6igxfr,s6igxfr:w6 income: s other gov transfers,elsa
43248,s7igxfr,s7igxfr:w7 income: s other gov transfers,elsa
43249,r1ifgxfr,r1ifgxfr:w1 impflag: r other gov transfers,elsa
43250,r2ifgxfr,r2ifgxfr:w2 impflag: r other gov transfers,elsa
43251,r3ifgxfr,r3ifgxfr:w3 impflag: r other gov transfers,elsa
43252,r4ifgxfr,r4ifgxfr:w4 impflag: r other gov transfers,elsa
43253,r5ifgxfr,r5ifgxfr:w5 impflag: r other gov transfers,elsa
43254,r6ifgxfr,r6ifgxfr:w6 impflag: r other gov transfers,elsa
43255,r7ifgxfr,r7ifgxfr:w7 impflag: r other gov transfers,elsa
43256,s1ifgxfr,s1ifgxfr:w1 impflag: s other gov transfers,elsa
43257,s2ifgxfr,s2ifgxfr:w2 impflag: s other gov transfers,elsa
43258,s3ifgxfr,s3ifgxfr:w3 impflag: s other gov transfers,elsa
43259,s4ifgxfr,s4ifgxfr:w4 impflag: s other gov transfers,elsa
43260,s5ifgxfr,s5ifgxfr:w5 impflag: s other gov transfers,elsa
43261,s6ifgxfr,s6ifgxfr:w6 impflag: s other gov transfers,elsa
43262,s7ifgxfr,s7ifgxfr:w7 impflag: s other gov transfers,elsa
43263,h1iothr,h1iothr:w1 income: other income,elsa
43264,h2iothr,h2iothr:w2 income: other income,elsa
43265,h3iothr,h3iothr:w3 income: other income,elsa
43266,h4iothr,h4iothr:w4 income: other income,elsa
43267,h5iothr,h5iothr:w5 income: other income,elsa
43268,h6iothr,h6iothr:w6 income: other income,elsa
43269,h7iothr,h7iothr:w7 income: other income,elsa
43270,h1ifothr,h1ifothr:w1 impflag: other income,elsa
43271,h2ifothr,h2ifothr:w2 impflag: other income,elsa
43272,h3ifothr,h3ifothr:w3 impflag: other income,elsa
43273,h4ifothr,h4ifothr:w4 impflag: other income,elsa
43274,h5ifothr,h5ifothr:w5 impflag: other income,elsa
43275,h6ifothr,h6ifothr:w6 impflag: other income,elsa
43276,h7ifothr,h7ifothr:w7 impflag: other income,elsa
43277,h1itot,h1itot:w1 income: total couple level income,elsa
43278,h2itot,h2itot:w2 income: total couple level income,elsa
43279,h3itot,h3itot:w3 income: total couple level income,elsa
43280,h4itot,h4itot:w4 income: total couple level income,elsa
43281,h5itot,h5itot:w5 income: total couple level income,elsa
43282,h6itot,h6itot:w6 income: total couple level income,elsa
43283,h7itot,h7itot:w7 income: total couple level income,elsa
43284,h1iftot,h1iftot:w1 impflag: total couple level income,elsa
43285,h2iftot,h2iftot:w2 impflag: total couple level income,elsa
43286,h3iftot,h3iftot:w3 impflag: total couple level income,elsa
43287,h4iftot,h4iftot:w4 impflag: total couple level income,elsa
43288,h5iftot,h5iftot:w5 impflag: total couple level income,elsa
43289,h6iftot,h6iftot:w6 impflag: total couple level income,elsa
43290,h7iftot,h7iftot:w7 impflag: total couple level income,elsa
43291,h1ifttot,h1ifttot:w1 taxflag: total couple level income,elsa
43292,h2ifttot,h2ifttot:w2 taxflag: total couple level income,elsa
43293,h3ifttot,h3ifttot:w3 taxflag: total couple level income,elsa
43294,h4ifttot,h4ifttot:w4 taxflag: total couple level income,elsa
43295,h5ifttot,h5ifttot:w5 taxflag: total couple level income,elsa
43296,h6ifttot,h6ifttot:w6 taxflag: total couple level income,elsa
43297,h7ifttot,h7ifttot:w7 taxflag: total couple level income,elsa
43298,hh1cfoodi,hh1cfoodi:w1 hhold monthly food consumption in house,elsa
43299,hh2cfoodi,hh2cfoodi:w2 hhold monthly food consumption in house,elsa
43300,hh3cfoodi,hh3cfoodi:w3 hhold monthly food consumption in house,elsa
43301,hh4cfoodi,hh4cfoodi:w4 hhold monthly food consumption in house,elsa
43302,hh5cfoodi,hh5cfoodi:w5 hhold monthly food consumption in house,elsa
43303,hh6cfoodi,hh6cfoodi:w6 hhold monthly food consumption in house,elsa
43304,hh7cfoodi,hh7cfoodi:w7 hhold monthly food consumption in house,elsa
43305,hh1cfoodo1m,hh1cfoodo1m:w1 hhold monthly food consumption outside house,elsa
43306,hh2cfoodo1m,hh2cfoodo1m:w2 hhold monthly food consumption outside house,elsa
43307,hh3cfoodo1m,hh3cfoodo1m:w3 hhold monthly food consumption outside house,elsa
43308,hh4cfoodo1m,hh4cfoodo1m:w4 hhold monthly food consumption outside house,elsa
43309,hh5cfoodo1m,hh5cfoodo1m:w5 hhold monthly food consumption outside house,elsa
43310,hh6cfoodo1m,hh6cfoodo1m:w6 hhold monthly food consumption outside house,elsa
43311,hh7cfoodo1m,hh7cfoodo1m:w7 hhold monthly food consumption outside house,elsa
43312,hh1cfood1m,hh1cfood1m:w1 hhold total monthly food consumption,elsa
43313,hh2cfood1m,hh2cfood1m:w2 hhold total monthly food consumption,elsa
43314,hh3cfood1m,hh3cfood1m:w3 hhold total monthly food consumption,elsa
43315,hh4cfood1m,hh4cfood1m:w4 hhold total monthly food consumption,elsa
43316,hh5cfood1m,hh5cfood1m:w5 hhold total monthly food consumption,elsa
43317,hh6cfood1m,hh6cfood1m:w6 hhold total monthly food consumption,elsa
43318,hh7cfood1m,hh7cfood1m:w7 hhold total monthly food consumption,elsa
43319,hh2cclo1m,hh2cclo1m:w2 hhold monthly clothing exp,elsa
43320,hh3cclo1m,hh3cclo1m:w3 hhold monthly clothing exp,elsa
43321,hh4cclo1m,hh4cclo1m:w4 hhold monthly clothing exp,elsa
43322,hh5cclo1m,hh5cclo1m:w5 hhold monthly clothing exp,elsa
43323,hh6cclo1m,hh6cclo1m:w6 hhold monthly clothing exp,elsa
43324,hh7cclo1m,hh7cclo1m:w7 hhold monthly clothing exp,elsa
43325,hh2clei1m,hh2clei1m:w2 hhold monthly leisure exp,elsa
43326,hh4clei1m,hh4clei1m:w4 hhold monthly leisure exp,elsa
43327,hh5clei1m,hh5clei1m:w5 hhold monthly leisure exp,elsa
43328,hh6clei1m,hh6clei1m:w6 hhold monthly leisure exp,elsa
43329,hh7clei1m,hh7clei1m:w7 hhold monthly leisure exp,elsa
43330,hh1crent,hh1crent:w1 hhold monthly rent,elsa
43331,hh2crent,hh2crent:w2 hhold monthly rent,elsa
43332,hh3crent,hh3crent:w3 hhold monthly rent,elsa
43333,hh4crent,hh4crent:w4 hhold monthly rent,elsa
43334,hh5crent,hh5crent:w5 hhold monthly rent,elsa
43335,hh6crent,hh6crent:w6 hhold monthly rent,elsa
43336,hh7crent,hh7crent:w7 hhold monthly rent,elsa
43337,hh2cutil,hh2cutil:w2 hhold monthly utility/fuel,elsa
43338,hh3cutil,hh3cutil:w3 hhold monthly utility/fuel,elsa
43339,hh4cutil,hh4cutil:w4 hhold monthly utility/fuel,elsa
43340,hh5cutil,hh5cutil:w5 hhold monthly utility/fuel,elsa
43341,hh6cutil,hh6cutil:w6 hhold monthly utility/fuel,elsa
43342,hh7cutil,hh7cutil:w7 hhold monthly utility/fuel,elsa
43343,hh2ctot1m,hh2ctot1m:w2 hhold total monthly consumption,elsa
43344,hh3ctot1m,hh3ctot1m:w3 hhold total monthly consumption,elsa
43345,hh4ctot1m,hh4ctot1m:w4 hhold total monthly consumption,elsa
43346,hh5ctot1m,hh5ctot1m:w5 hhold total monthly consumption,elsa
43347,hh6ctot1m,hh6ctot1m:w6 hhold total monthly consumption,elsa
43348,hh7ctot1m,hh7ctot1m:w7 hhold total monthly consumption,elsa
43349,h1hhres,h1hhres:w1 Number of people in Household,elsa
43350,h2hhres,h2hhres:w2 Number of people in Household,elsa
43351,h3hhres,h3hhres:w3 Number of people in Household,elsa
43352,h4hhres,h4hhres:w4 Number of people in Household,elsa
43353,h5hhres,h5hhres:w5 Number of people in Household,elsa
43354,h6hhres,h6hhres:w6 Number of people in Household,elsa
43355,h7hhres,h7hhres:w7 Number of people in Household,elsa
43356,r1dau,r1dau:w1 r Number of living daughter,elsa
43357,r2dau,r2dau:w2 r Number of living daughter,elsa
43358,r3dau,r3dau:w3 r Number of living daughter,elsa
43359,r4dau,r4dau:w4 r Number of living daughter,elsa
43360,r5dau,r5dau:w5 r Number of living daughter,elsa
43361,r6dau,r6dau:w6 r Number of living daughter,elsa
43362,r7dau,r7dau:w7 r Number of living daughter,elsa
43363,s1dau,s1dau:w1 s Number of living daughter,elsa
43364,s2dau,s2dau:w2 s Number of living daughter,elsa
43365,s3dau,s3dau:w3 s Number of living daughter,elsa
43366,s4dau,s4dau:w4 s Number of living daughter,elsa
43367,s5dau,s5dau:w5 s Number of living daughter,elsa
43368,s6dau,s6dau:w6 s Number of living daughter,elsa
43369,s7dau,s7dau:w7 s Number of living daughter,elsa
43370,r1son,r1son:w1 r Number of living son,elsa
43371,r2son,r2son:w2 r Number of living son,elsa
43372,r3son,r3son:w3 r Number of living son,elsa
43373,r4son,r4son:w4 r Number of living son,elsa
43374,r5son,r5son:w5 r Number of living son,elsa
43375,r6son,r6son:w6 r Number of living son,elsa
43376,r7son,r7son:w7 r Number of living son,elsa
43377,s1son,s1son:w1 s Number of living son,elsa
43378,s2son,s2son:w2 s Number of living son,elsa
43379,s3son,s3son:w3 s Number of living son,elsa
43380,s4son,s4son:w4 s Number of living son,elsa
43381,s5son,s5son:w5 s Number of living son,elsa
43382,s6son,s6son:w6 s Number of living son,elsa
43383,s7son,s7son:w7 s Number of living son,elsa
43384,r1child,r1child:w1 R Number of living children,elsa
43385,r2child,r2child:w2 R Number of living children,elsa
43386,r3child,r3child:w3 R Number of living children,elsa
43387,r4child,r4child:w4 R Number of living children,elsa
43388,r5child,r5child:w5 R Number of living children,elsa
43389,r6child,r6child:w6 R Number of living children,elsa
43390,r7child,r7child:w7 R Number of living children,elsa
43391,s1child,s1child:w1 S Number of living children,elsa
43392,s2child,s2child:w2 S Number of living children,elsa
43393,s3child,s3child:w3 S Number of living children,elsa
43394,s4child,s4child:w4 S Number of living children,elsa
43395,s5child,s5child:w5 S Number of living children,elsa
43396,s6child,s6child:w6 S Number of living children,elsa
43397,s7child,s7child:w7 S Number of living children,elsa
43398,r1grchild_e,r1grchild_e:w1 R number of grandchildren/great-grandchildren,elsa
43399,r2grchild_e,r2grchild_e:w2 R number of grandchildren/great-grandchildren,elsa
43400,r3grchild_e,r3grchild_e:w3 R number of grandchildren/great-grandchildren,elsa
43401,r4grchild_e,r4grchild_e:w4 R number of grandchildren/great-grandchildren,elsa
43402,r5grchild_e,r5grchild_e:w5 R number of grandchildren/great-grandchildren,elsa
43403,r6grchild_e,r6grchild_e:w6 R number of grandchildren/great-grandchildren,elsa
43404,r7grchild_e,r7grchild_e:w7 R number of grandchildren/great-grandchildren,elsa
43405,s1grchild_e,s1grchild_e:w1 S number of grandchildren/great-grandchildren,elsa
43406,s2grchild_e,s2grchild_e:w2 S number of grandchildren/great-grandchildren,elsa
43407,s3grchild_e,s3grchild_e:w3 S number of grandchildren/great-grandchildren,elsa
43408,s4grchild_e,s4grchild_e:w4 S number of grandchildren/great-grandchildren,elsa
43409,s5grchild_e,s5grchild_e:w5 S number of grandchildren/great-grandchildren,elsa
43410,s6grchild_e,s6grchild_e:w6 S number of grandchildren/great-grandchildren,elsa
43411,s7grchild_e,s7grchild_e:w7 S number of grandchildren/great-grandchildren,elsa
43412,r1livsib,r1livsib:w1 r Number of living siblings,elsa
43413,r2livsib,r2livsib:w2 r Number of living siblings,elsa
43414,r3livsib,r3livsib:w3 r Number of living siblings,elsa
43415,r4livsib,r4livsib:w4 r Number of living siblings,elsa
43416,r5livsib,r5livsib:w5 r Number of living siblings,elsa
43417,r6livsib,r6livsib:w6 r Number of living siblings,elsa
43418,r7livsib,r7livsib:w7 r Number of living siblings,elsa
43419,s1livsib,s1livsib:w1 s Number of living siblings,elsa
43420,s2livsib,s2livsib:w2 s Number of living siblings,elsa
43421,s3livsib,s3livsib:w3 s Number of living siblings,elsa
43422,s4livsib,s4livsib:w4 s Number of living siblings,elsa
43423,s5livsib,s5livsib:w5 s Number of living siblings,elsa
43424,s6livsib,s6livsib:w6 s Number of living siblings,elsa
43425,s7livsib,s7livsib:w7 s Number of living siblings,elsa
43426,r1momliv,r1momliv:w1 r mother alive,elsa
43427,r2momliv,r2momliv:w2 r mother alive,elsa
43428,r3momliv,r3momliv:w3 r mother alive,elsa
43429,r4momliv,r4momliv:w4 r mother alive,elsa
43430,r5momliv,r5momliv:w5 r mother alive,elsa
43431,r6momliv,r6momliv:w6 r mother alive,elsa
43432,r7momliv,r7momliv:w7 r mother alive,elsa
43433,s1momliv,s1momliv:w1 s mother alive,elsa
43434,s2momliv,s2momliv:w2 s mother alive,elsa
43435,s3momliv,s3momliv:w3 s mother alive,elsa
43436,s4momliv,s4momliv:w4 s mother alive,elsa
43437,s5momliv,s5momliv:w5 s mother alive,elsa
43438,s6momliv,s6momliv:w6 s mother alive,elsa
43439,s7momliv,s7momliv:w7 s mother alive,elsa
43440,r1dadliv,r1dadliv:w1 r father alive,elsa
43441,r2dadliv,r2dadliv:w2 r father alive,elsa
43442,r3dadliv,r3dadliv:w3 r father alive,elsa
43443,r4dadliv,r4dadliv:w4 r father alive,elsa
43444,r5dadliv,r5dadliv:w5 r father alive,elsa
43445,r6dadliv,r6dadliv:w6 r father alive,elsa
43446,r7dadliv,r7dadliv:w7 r father alive,elsa
43447,s1dadliv,s1dadliv:w1 s father alive,elsa
43448,s2dadliv,s2dadliv:w2 s father alive,elsa
43449,s3dadliv,s3dadliv:w3 s father alive,elsa
43450,s4dadliv,s4dadliv:w4 s father alive,elsa
43451,s5dadliv,s5dadliv:w5 s father alive,elsa
43452,s6dadliv,s6dadliv:w6 s father alive,elsa
43453,s7dadliv,s7dadliv:w7 s father alive,elsa
43454,r1momage,r1momage:w1 r mother age current/at death,elsa
43455,r2momage,r2momage:w2 r mother age current/at death,elsa
43456,r3momage,r3momage:w3 r mother age current/at death,elsa
43457,r4momage,r4momage:w4 r mother age current/at death,elsa
43458,r5momage,r5momage:w5 r mother age current/at death,elsa
43459,r6momage,r6momage:w6 r mother age current/at death,elsa
43460,r7momage,r7momage:w7 r mother age current/at death,elsa
43461,s1momage,s1momage:w1 s mother age current/at death,elsa
43462,s2momage,s2momage:w2 s mother age current/at death,elsa
43463,s3momage,s3momage:w3 s mother age current/at death,elsa
43464,s4momage,s4momage:w4 s mother age current/at death,elsa
43465,s5momage,s5momage:w5 s mother age current/at death,elsa
43466,s6momage,s6momage:w6 s mother age current/at death,elsa
43467,s7momage,s7momage:w7 s mother age current/at death,elsa
43468,r1dadage,r1dadage:w1 r father age current/at death,elsa
43469,r2dadage,r2dadage:w2 r father age current/at death,elsa
43470,r3dadage,r3dadage:w3 r father age current/at death,elsa
43471,r4dadage,r4dadage:w4 r father age current/at death,elsa
43472,r5dadage,r5dadage:w5 r father age current/at death,elsa
43473,r6dadage,r6dadage:w6 r father age current/at death,elsa
43474,r7dadage,r7dadage:w7 r father age current/at death,elsa
43475,s1dadage,s1dadage:w1 s father age current/at death,elsa
43476,s2dadage,s2dadage:w2 s father age current/at death,elsa
43477,s3dadage,s3dadage:w3 s father age current/at death,elsa
43478,s4dadage,s4dadage:w4 s father age current/at death,elsa
43479,s5dadage,s5dadage:w5 s father age current/at death,elsa
43480,s6dadage,s6dadage:w6 s father age current/at death,elsa
43481,s7dadage,s7dadage:w7 s father age current/at death,elsa
43482,r1livpar,r1livpar:w1 r Number of living parents,elsa
43483,r2livpar,r2livpar:w2 r Number of living parents,elsa
43484,r3livpar,r3livpar:w3 r Number of living parents,elsa
43485,r4livpar,r4livpar:w4 r Number of living parents,elsa
43486,r5livpar,r5livpar:w5 r Number of living parents,elsa
43487,r6livpar,r6livpar:w6 r Number of living parents,elsa
43488,r7livpar,r7livpar:w7 r Number of living parents,elsa
43489,s1livpar,s1livpar:w1 s Number of living parents,elsa
43490,s2livpar,s2livpar:w2 s Number of living parents,elsa
43491,s3livpar,s3livpar:w3 s Number of living parents,elsa
43492,s4livpar,s4livpar:w4 s Number of living parents,elsa
43493,s5livpar,s5livpar:w5 s Number of living parents,elsa
